year,ref_number,utm_easting,utm_northing,num_vehicles,num_casualties,accident_date,time,time_mins,first_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,casualty_sex,casualty_age,vehicle_type
2013,130284880,430185,431955,3,1,7/10/13,1625,985,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,32,9
2013,130319165,430413,431160,2,1,8/02/13,1625,985,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,16,2
2013,130360360,426968,439829,2,1,8/31/13,1625,985,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,1
2013,130389333,426355,433601,1,1,9/20/13,1625,985,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,4,9
2013,130427119,423839,434265,2,1,10/16/13,1625,985,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,38,9
2013,130488980,428886,425985,1,1,11/27/13,1625,985,3,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,41,4
2013,130099277,431311,428960,2,5,3/06/13,1624,984,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,37,9
2013,130099277,431311,428960,2,5,3/06/13,1624,984,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,71,9
2013,130099277,431311,428960,2,5,3/06/13,1624,984,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,5,9
2013,130099277,431311,428960,2,5,3/06/13,1624,984,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,3,9
2013,130099277,431311,428960,2,5,3/06/13,1624,984,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,1,9
2009,633809,431473,435106,2,1,8/04/09,1623,983,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,14,9
2011,110433494,431760,427742,2,2,9/20/11,1623,983,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,67,9
2011,110433494,431760,427742,2,2,9/20/11,1623,983,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,33,9
2012,120506301,425754,427036,1,1,11/20/12,1623,983,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,7,9
2013,130173269,431410,426460,3,2,4/26/13,1623,983,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,20,9
2013,130173269,431410,426460,3,2,4/26/13,1623,983,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,37,9
2009,683309,428596,431112,2,1,8/11/09,1622,982,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,11,9
2013,130127387,435810,436647,1,1,3/25/13,1622,982,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,14,9
2013,130510475,419495,433634,2,2,12/12/13,1622,982,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,22,19
2013,130510475,419495,433634,2,2,12/12/13,1622,982,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,22,19
2010,10CA0000932,430076,433868,1,1,2/08/10,1621,981,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,45,11
2011,110127649,428372,431290,1,1,3/18/11,1621,981,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,48,9
2012,120325444,423176,434202,2,1,7/27/12,1621,981,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,46,5
2009,101909,432772,429619,1,1,2/03/09,1620,980,6,Frost / Ice,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Male,40,5
2009,481609,429632,431968,1,1,5/14/09,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,16,11
2009,504009,429410,431359,1,1,6/25/09,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,37,9
2009,550909,427882,430471,1,1,7/09/09,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,44,9
2009,604009,428839,434632,3,3,7/24/09,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,23,9
2009,604009,428839,434632,3,3,7/24/09,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,27,9
2009,604009,428839,434632,3,3,7/24/09,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,22,9
2009,622009,430441,436613,2,1,7/31/09,1620,980,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,18,1
2009,663909,428436,428703,2,1,8/13/09,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,9
2009,811309,439477,426194,2,3,10/03/09,1620,980,3,Dry,Daylight: street lights present,Fine with high winds,Driver or rider,Slight,Female,22,9
2009,811309,439477,426194,2,3,10/03/09,1620,980,3,Dry,Daylight: street lights present,Fine with high winds,Driver or rider,Slight,Male,19,9
2009,811309,439477,426194,2,3,10/03/09,1620,980,3,Dry,Daylight: street lights present,Fine with high winds,Vehicle or pillion passenger,Slight,Female,43,9
2009,975609,432245,430944,2,1,11/18/09,1620,980,4,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,61,3
2009,986709,431364,428350,1,1,11/24/09,1620,980,6,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,11,9
2009,1069109,424565,428027,1,1,12/14/09,1620,980,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,15,9
2010,10CA0000979,431155,431882,1,2,2/10/10,1620,980,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,20,3
2010,10CA0000979,431155,431882,1,2,2/10/10,1620,980,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,19,3
2010,10CA0001098,425907,427302,1,1,2/11/10,1620,980,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,45,9
2010,10AA0001362,427603,436790,2,1,2/24/10,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,33,1
2010,10CA0002829,430409,433687,1,1,4/19/10,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,12,9
2010,10AA0003375,421811,432943,1,3,5/10/10,1620,980,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,8,11
2010,10AA0003375,421811,432943,1,3,5/10/10,1620,980,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,30,11
2010,10AA0003375,421811,432943,1,3,5/10/10,1620,980,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,10,11
2010,10AA0003678,421715,433959,2,1,5/18/10,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,54,9
2010,10BA0003765,430170,438243,2,1,5/18/10,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,51,1
2010,10CA0004485,430696,433644,2,1,6/17/10,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,62,1
2010,10BA0006140,433540,435112,2,1,9/20/10,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,15,1
2010,10BA0499476,430944,438973,1,1,11/18/10,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,89,11
2010,10AA0533732,424137,430430,2,2,12/01/10,1620,980,3,Snow,Darkness: street lights present and lit,Snowing without high winds,Driver or rider,Slight,Female,36,9
2010,10AA0533732,424137,430430,2,2,12/01/10,1620,980,3,Snow,Darkness: street lights present and lit,Snowing without high winds,Vehicle or pillion passenger,Slight,Female,22,9
2011,110074083,430949,433299,2,1,2/14/11,1620,980,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,50,1
2011,110088044,423737,434325,2,2,2/21/11,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,21,9
2011,110088044,423737,434325,2,2,2/21/11,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,23,9
2011,110091038,428124,434745,1,1,2/24/11,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,20,9
2011,110111157,432203,434643,2,1,3/08/11,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,45,2
2011,110116521,433072,434071,1,1,3/11/11,1620,980,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,59,9
2011,110163695,425344,443241,2,1,4/08/11,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,18,1
2011,110217478,433039,430139,3,1,5/12/11,1620,980,4,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,39,9
2011,110287079,433896,436546,2,1,6/23/11,1620,980,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,43,1
2011,110490047,424801,427536,2,1,10/25/11,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,19,4
2011,110500845,432657,433851,2,1,10/31/11,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,36,11
2011,110557085,430083,433908,1,1,12/01/11,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,16,9
2012,120076018,427568,436875,2,1,2/12/12,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,1
2012,120233097,429542,433591,1,1,5/28/12,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,47,8
2012,120257700,429723,437057,1,1,6/14/12,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,9
2012,120271676,432957,435656,1,1,6/18/12,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,8,9
2012,120285355,429297,433996,3,1,7/02/12,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,40,9
2012,120353431,422699,428585,2,1,8/13/12,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,43,3
2012,120377501,430952,433418,1,1,8/30/12,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,20,9
2012,120530866,428882,431608,2,1,12/06/12,1620,980,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,39,9
2013,130043847,429083,433517,1,1,1/28/13,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,16,9
2013,130067784,440309,433088,2,2,2/12/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,34,9
2013,130067784,440309,433088,2,2,2/12/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,61,9
2013,130122269,422872,439313,2,1,3/21/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,54,4
2013,130144023,431535,439783,1,1,4/05/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,62,9
2013,130180474,426069,435587,1,1,4/30/13,1620,980,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,91,11
2013,130228730,432651,435882,3,2,6/03/13,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,33,9
2013,130228730,432651,435882,3,2,6/03/13,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,13,9
2013,130250131,426752,436308,3,1,6/17/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,57,9
2013,130262116,431452,430726,2,1,6/25/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,29,9
2013,130288081,426375,431708,2,1,7/12/13,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,1
2013,130349213,433050,434100,2,1,8/23/13,1620,980,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,24,9
2013,130351121,430030,434089,1,3,8/24/13,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,25,11
2013,130351121,430030,434089,1,3,8/24/13,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,11
2013,130351121,430030,434089,1,3,8/24/13,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,11
2013,130399295,433376,432995,2,2,9/27/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,45,1
2013,130399295,433376,432995,2,2,9/27/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,15,1
2013,130399336,443053,431634,1,1,9/27/13,1620,980,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,61,5
2013,130438912,426502,433760,2,1,10/24/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,9
2013,130443502,429232,435448,2,1,10/27/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,50,9
2013,130497375,429439,431269,1,1,12/03/13,1620,980,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,56,9
2013,130518805,430065,433785,1,1,12/18/13,1620,980,6,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Vehicle or pillion passenger,Slight,Female,40,11
2011,110074054,434833,438040,2,2,2/04/11,1619,979,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,57,11
2011,110074054,434833,438040,2,2,2/04/11,1619,979,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,13,11
2010,10BA0005258,431172,434708,2,1,7/21/10,1618,978,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,27,9
2010,10AA0005367,429305,435220,1,1,7/28/10,1618,978,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,19,9
2010,10CA0478680,433148,426326,2,1,11/09/10,1618,978,3,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver or rider,Slight,Male,46,1
2011,110052047,430398,433646,1,1,2/01/11,1618,978,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,56,11
2012,120408333,431883,435394,2,2,9/20/12,1618,978,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,21,9
2012,120408333,431883,435394,2,2,9/20/12,1618,978,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,9
2013,130480454,427020,433104,1,1,11/21/13,1618,978,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,18,9
2010,10CA0000740,429695,427845,2,2,2/01/10,1617,977,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,19,9
2010,10CA0000740,429695,427845,2,2,2/01/10,1617,977,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,9
2010,10BA0004371,437548,433165,2,3,6/10/10,1617,977,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,33,9
2010,10BA0004371,437548,433165,2,3,6/10/10,1617,977,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,14,9
2010,10BA0004371,437548,433165,2,3,6/10/10,1617,977,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,10,9
2010,10AA0001626,425143,437846,2,1,3/02/10,1616,976,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,25,1
2011,110234612,422914,433580,2,1,5/22/11,1616,976,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,9
2012,120495157,430352,433723,1,1,11/13/12,1616,976,6,Dry,Darkness: street lighting unknown,Fine without high winds,Vehicle or pillion passenger,Slight,Male,71,11
2013,130503070,426986,433433,2,1,12/07/13,1616,976,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,27,9
2009,145209,429436,437312,2,2,2/16/09,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,79,9
2009,145209,429436,437312,2,2,2/16/09,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,74,9
2009,256909,423707,434338,2,2,3/15/09,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,36,9
2009,256909,423707,434338,2,2,3/15/09,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,37,9
2009,331009,430186,433391,1,1,4/27/09,1615,975,6,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Male,45,11
2009,406609,434511,434412,1,1,5/22/09,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,68,11
2009,640809,430106,431626,3,4,8/01/09,1615,975,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,30,9
2009,640809,430106,431626,3,4,8/01/09,1615,975,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,45,9
2009,640809,430106,431626,3,4,8/01/09,1615,975,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,46,9
2009,640809,430106,431626,3,4,8/01/09,1615,975,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,18,9
2009,692309,428435,428730,2,1,8/24/09,1615,975,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,17,2
2009,738709,430066,434182,1,1,9/08/09,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,24,9
2009,916009,430895,427041,1,1,11/07/09,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,11,9
2009,938009,428625,440691,2,1,11/10/09,1615,975,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,60,9
2010,10BA0000384,434455,433701,2,1,1/15/10,1615,975,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,14,9
2010,10BA0002454,432293,436288,2,3,4/02/10,1615,975,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,22,9
2010,10BA0002454,432293,436288,2,3,4/02/10,1615,975,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Male,29,9
2010,10BA0002454,432293,436288,2,3,4/02/10,1615,975,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,20,9
2010,10BA0004017,441140,428315,1,1,5/28/10,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,28,9
2010,10CA0005093,427949,430323,1,1,7/14/10,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,53,9
2010,10AA0006385,422028,436556,3,1,10/04/10,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,22,9
2010,10CA0006578,430671,434730,2,1,10/21/10,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,43,9
2010,10BA0523132,430765,438794,1,1,12/07/10,1615,975,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,57,9
2010,10BA0552703,432431,435184,2,1,12/29/10,1615,975,6,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,30,9
2011,110136129,423620,437875,1,1,3/23/11,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,6,11
2011,110208037,423245,435776,2,1,5/06/11,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,17,2
2011,110228521,427853,430551,2,2,5/18/11,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,30,11
2011,110228521,427853,430551,2,2,5/18/11,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,4,11
2011,110237030,428606,436943,2,1,5/24/11,1615,975,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,29,9
2011,110240797,430450,437062,1,1,5/26/11,1615,975,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,16,9
2011,110352966,430839,433998,2,1,8/01/11,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,36,1
2011,110427352,424716,434436,2,1,9/15/11,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,30,1
2011,110449849,425187,428973,2,1,9/30/11,1615,975,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,26,9
2011,110456631,422226,433736,2,1,10/04/11,1615,975,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,20,1
2011,110511700,429921,434316,1,1,11/07/11,1615,975,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,19,9
2011,110530438,431554,433621,2,1,11/18/11,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,9
2011,110580115,442467,434234,2,1,12/20/11,1615,975,3,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Female,47,9
2011,110590965,426434,433299,2,1,12/29/11,1615,975,6,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver or rider,Slight,Male,20,2
2012,120040180,431956,430497,2,2,1/26/12,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,30,9
2012,120040180,431956,430497,2,2,1/26/12,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,29,9
2012,120051455,427630,435955,1,1,2/02/12,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,50,9
2012,120071238,428531,434277,2,1,2/15/12,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,22,11
2012,120107710,432524,427550,2,2,3/08/12,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,28,9
2012,120107710,432524,427550,2,2,3/08/12,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,24,9
2012,120214112,425637,434240,2,1,5/16/12,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,55,9
2012,120247362,421792,435438,1,1,6/07/12,1615,975,4,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,65,9
2012,120251367,426223,442458,2,1,6/10/12,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,53,1
2012,120390514,429264,431635,2,1,9/08/12,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,27,9
2012,120393556,422449,427900,5,2,9/10/12,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,27,9
2012,120393556,422449,427900,5,2,9/10/12,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,26,9
2012,120418630,425514,432673,2,1,9/27/12,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,18,90
2012,120445827,425097,435563,1,1,10/15/12,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,13,9
2012,120507811,427198,431559,2,1,11/20/12,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,9
2012,120544422,436099,435596,1,1,12/15/12,1615,975,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,74,9
2012,120550395,436310,435750,2,2,12/19/12,1615,975,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,17,9
2012,120550395,436310,435750,2,2,12/19/12,1615,975,6,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Male,19,9
2012,120564293,431973,433594,1,1,12/31/12,1615,975,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,81,11
2013,130031334,418962,446446,1,1,1/22/13,1615,975,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,9
2013,130018682,422992,437678,2,1,1/13/13,1615,975,3,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,26,1
2013,130037628,429786,430629,3,1,1/26/13,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,9
2013,130169996,429169,431938,2,1,4/24/13,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,88,9
2013,130216788,430379,433555,1,2,5/25/13,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,66,11
2013,130216788,430379,433555,1,2,5/25/13,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,27,11
2013,130252839,430194,431950,2,2,6/18/13,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,73,11
2013,130252839,430194,431950,2,2,6/18/13,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,19,11
2013,130288173,429692,433788,2,1,7/12/13,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,28,5
2013,130309777,430692,424509,2,1,7/26/13,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,57,9
2013,130379611,419392,442069,1,1,9/13/13,1615,975,6,Wet / Damp,Daylight: street lights present,Raining with high winds,Pedestrian,Serious,Male,70,9
2013,130395347,433452,433578,2,3,9/24/13,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,17,9
2013,130395347,433452,433578,2,3,9/24/13,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,19,9
2013,130395347,433452,433578,2,3,9/24/13,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,7,9
2013,130438817,430079,431184,1,1,10/24/13,1615,975,3,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,11,9
2013,130464031,427220,433519,2,1,11/10/13,1615,975,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,35,9
2013,130507489,419512,442493,1,1,12/10/13,1615,975,6,Dry,Darkness: no street lighting,Fine without high winds,Driver or rider,Slight,Male,54,9
2012,120420149,429840,434398,2,1,9/28/12,1614,974,2,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,41,9
