year,ref_number,utm_easting,utm_northing,num_vehicles,num_casualties,accident_date,time,time_mins,first_road_class,road_surface,lighting_conditions,weather_conditions,casualty_class,casualty_severity,casualty_sex,casualty_age,vehicle_type
2009,589609,426657,441784,1,2,7/22/09,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,65,11
2009,589609,426657,441784,1,2,7/22/09,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,40,11
2009,727009,430893,436415,1,1,9/02/09,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,65,11
2009,782009,429174,438562,2,2,9/22/09,1100,660,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Female,66,9
2009,782009,429174,438562,2,2,9/22/09,1100,660,3,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,63,9
2009,823909,423786,438053,1,1,10/11/09,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,65,9
2009,936809,429098,434716,2,2,11/01/09,1100,660,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Female,19,9
2009,936809,429098,434716,2,2,11/01/09,1100,660,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,33,8
2009,1055109,430650,434661,2,1,12/13/09,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,9
2009,1064109,431432,431600,2,1,12/18/09,1100,660,3,Snow,Daylight: street lights present,Snowing without high winds,Pedestrian,Slight,Male,18,9
2010,10AA0000677,427712,433705,2,1,1/18/10,1100,660,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,48,9
2010,10CA0001764,430844,433328,1,1,3/09/10,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,43,11
2010,10CA0002563,428451,425846,2,1,4/02/10,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,15,1
2010,10AA0004590,420317,437121,1,1,6/03/10,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,74,11
2010,10BA0005862,432442,434825,1,1,8/18/10,1100,660,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,22,9
2010,10CA0005756,430524,437031,1,1,8/25/10,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,81,11
2010,10BA0006734,430709,436751,1,1,11/01/10,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,89,9
2010,10AA0545773,422133,432358,1,1,12/15/10,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,84,10
2010,10BA0538127,429927,438753,1,1,12/17/10,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,57,9
2011,110010555,431964,438329,1,1,1/07/11,1100,660,6,Snow,Daylight: street lights present,Snowing without high winds,Pedestrian,Slight,Male,55,19
2011,110095121,439477,430653,2,2,2/27/11,1100,660,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,45,16
2011,110095121,439477,430653,2,2,2/27/11,1100,660,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,82,9
2011,110102729,430851,438869,1,1,3/03/11,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,9,11
2011,110139198,431068,430359,2,1,3/25/11,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,66,11
2011,110181755,426721,431757,2,1,4/18/11,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,25,1
2011,110377724,430219,427034,1,1,8/16/11,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,84,11
2011,110460465,431906,434891,2,1,10/06/11,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,69,9
2011,110492881,444828,442707,1,1,10/27/11,1100,660,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,52,9
2011,110496058,429986,430911,2,1,10/29/11,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,81,11
2011,110547096,428433,428882,1,1,11/29/11,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,65,11
2012,120053821,432458,434588,2,2,2/04/12,1100,660,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,34,9
2012,120053821,432458,434588,2,2,2/04/12,1100,660,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,38,9
2012,120077550,427014,431638,2,1,2/19/12,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,25,1
2012,120124243,435872,436372,2,1,3/18/12,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,56,9
2012,120200578,435917,425859,2,1,5/08/12,1100,660,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,65,9
2012,120218336,428819,430666,2,2,5/19/12,1100,660,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,22,9
2012,120218336,428819,430666,2,2,5/19/12,1100,660,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,22,9
2012,120234401,430701,433606,2,3,5/29/12,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,21,9
2012,120234401,430701,433606,2,3,5/29/12,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,50,9
2012,120234401,430701,433606,2,3,5/29/12,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,49,9
2012,120300881,429921,427801,3,1,7/12/12,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,32,4
2012,120323327,430402,433668,1,1,7/26/12,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,84,11
2012,120467187,437309,429486,2,1,10/26/12,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,26,9
2012,120559202,419913,441054,2,2,12/27/12,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,42,9
2012,120559202,419913,441054,2,2,12/27/12,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,9
2013,130010159,430003,438577,2,1,1/06/13,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,49,10
2013,130054515,429177,431936,2,2,2/06/13,1100,660,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,9
2013,130054515,429177,431936,2,2,2/06/13,1100,660,6,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,26,9
2013,130104878,428571,431522,2,1,3/10/13,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,54,4
2013,130127852,429095,438842,1,1,3/18/13,1100,660,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,8
2013,130183442,427568,435909,1,1,5/02/13,1100,660,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,60,9
2013,130331397,433829,427710,2,1,8/11/13,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,58,9
2013,130396681,430583,438150,2,1,9/25/13,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,68,9
2013,130499367,422111,438658,3,1,12/04/13,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,71,9
2013,130503805,430816,433877,2,2,12/08/13,1100,660,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,37,9
2013,130503805,430816,433877,2,2,12/08/13,1100,660,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,18,9
2013,130507752,434999,438392,2,2,12/10/13,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,80,9
2013,130507752,434999,438392,2,2,12/10/13,1100,660,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,82,9
2010,10MU0006646,437771,432098,2,1,10/24/10,1058,658,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,9
2011,110192897,431884,435157,2,1,3/27/11,1058,658,6,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,35,9
2010,10CA0006488,428103,426657,2,1,10/13/10,1057,657,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,47,9
2011,110008889,439677,448617,2,2,1/07/11,1057,657,3,Snow,Daylight: street lights present,Snowing without high winds,Driver or rider,Slight,Female,66,9
2011,110008889,439677,448617,2,2,1/07/11,1057,657,3,Snow,Daylight: street lights present,Snowing without high winds,Vehicle or pillion passenger,Serious,Female,66,9
2011,110189168,424485,439055,1,1,4/24/11,1057,657,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,77,11
2011,110382890,427792,436486,1,1,8/19/11,1057,657,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,55,11
2012,120167212,431437,432706,2,4,4/16/12,1057,657,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,27,9
2012,120167212,431437,432706,2,4,4/16/12,1057,657,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,51,9
2012,120167212,431437,432706,2,4,4/16/12,1057,657,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,9
2012,120167212,431437,432706,2,4,4/16/12,1057,657,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,1,9
2009,516009,428569,431477,2,4,6/29/09,1056,656,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,59,10
2009,516009,428569,431477,2,4,6/29/09,1056,656,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,46,9
2009,516009,428569,431477,2,4,6/29/09,1056,656,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,53,10
2009,516009,428569,431477,2,4,6/29/09,1056,656,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,68,10
2009,530509,422263,433347,1,1,7/02/09,1056,656,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,68,11
2010,10MU0005347,443101,440622,1,2,7/25/10,1056,656,2,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,47,9
2010,10MU0005347,443101,440622,1,2,7/25/10,1056,656,2,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,12,9
2010,10AA0000631,420187,445471,1,2,1/29/10,1055,655,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,72,9
2010,10AA0000631,420187,445471,1,2,1/29/10,1055,655,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,77,9
2010,10BA0003378,430650,434641,2,1,3/24/10,1055,655,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,51,9
2010,10MU0005037,431963,428416,2,2,7/08/10,1055,655,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,48,9
2010,10MU0005037,431963,428416,2,2,7/08/10,1055,655,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,27,9
2010,10CA0005532,430876,434251,2,4,8/08/10,1055,655,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,18,9
2010,10CA0005532,430876,434251,2,4,8/08/10,1055,655,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,26,90
2010,10CA0005532,430876,434251,2,4,8/08/10,1055,655,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,33,90
2010,10CA0005532,430876,434251,2,4,8/08/10,1055,655,3,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,36,90
2010,10CA0006566,430398,433639,1,1,10/15/10,1055,655,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,34,11
2010,10MU0006949,430062,426405,2,2,11/29/10,1055,655,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,62,9
2010,10MU0006949,430062,426405,2,2,11/29/10,1055,655,1,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,61,9
2011,110155614,439824,448511,3,2,4/01/11,1055,655,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,54,19
2011,110155614,439824,448511,3,2,4/01/11,1055,655,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,62,9
2011,110276585,430758,436692,2,1,6/17/11,1055,655,6,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,32,1
2011,110366826,430413,433702,1,1,8/09/11,1055,655,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,77,9
2011,110464428,430670,436795,1,1,10/10/11,1055,655,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,64,19
2011,110506384,440437,448146,1,1,11/04/11,1055,655,4,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,65,9
2011,110548864,430864,436299,1,1,11/30/11,1055,655,6,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,53,9
2012,120023423,430357,425087,2,2,1/16/12,1055,655,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,23,9
2012,120023423,430357,425087,2,2,1/16/12,1055,655,3,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,44,9
2012,120291639,429924,436611,2,1,7/03/12,1055,655,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,9
2012,120315439,440893,448712,3,3,7/21/12,1055,655,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,71,9
2012,120315439,440893,448712,3,3,7/21/12,1055,655,4,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,20,9
2012,120315439,440893,448712,3,3,7/21/12,1055,655,4,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,20,9
2012,120399092,441450,434620,1,1,9/13/12,1055,655,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,66,90
2013,130054565,441894,443870,2,1,2/06/13,1055,655,2,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver or rider,Fatal,Male,45,9
2013,130170534,430892,436563,2,1,4/23/13,1055,655,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,39,1
2013,130237414,429306,433211,2,1,6/09/13,1055,655,3,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,45,1
2013,130278077,432335,426500,2,1,7/05/13,1055,655,1,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,61,21
2013,130435364,420892,440980,2,1,10/22/13,1055,655,6,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,72,9
